codigo_departamento,departamento,anio,total_admitidos,total_matriculados,pib_total_miles_millones_cop,pib_variacion_pct_anual_vs_anio_previo,ratio_matriculados_sobre_admitidos,var_pct_matriculados_vs_anio_previo,ipc_nacional_total_var_mensual_media,ipc_nacional_total_var_mensual_mediana,ipc_nacional_total_var_mensual_std,ipc_nacional_educacion_var_mensual_media,ipc_nacional_educacion_var_mensual_mediana,ipc_nacional_educacion_var_mensual_std,ipc_nacional_alimentos_var_mensual_media,ipc_nacional_alimentos_var_mensual_mediana,ipc_nacional_alimentos_var_mensual_std,ipc_nacional_transporte_var_mensual_media,ipc_nacional_transporte_var_mensual_mediana,ipc_nacional_transporte_var_mensual_std,ipc_capital_total_var_mensual_media,ipc_capital_educacion_var_mensual_media,geih_td_nacional_media_anual,geih_to_nacional_media_anual,geih_tgp_nacional_media_anual,proxy_pib_miles_mm_cop_por_matriculado,spadies_td_anual_universitario,spadies_td_anual_tyt,spadies_td_anual_tecnico_profesional,spadies_td_anual_tecnologico,outcome_tasa_desercion_snies,outcome_merge_pendiente
5,Antioquia,1980,64965.556619357914,284437.6588006631,92748.46548031941,,4.3758686130282465,,2.9331237648563637,2.8830407326242597,1.8640357029196615,2.862392885171024,2.7829177355023798,1.8467678962495748,3.1658813775403396,3.160686822592373,1.6947705171970568,2.973223388818422,3.139648978007525,1.8413705893036572,2.9269957745051287,2.8516398867529573,13.989510414605013,57.849280265552586,53.677078693180725,3.9650452228663675,9.300495783777523,11.617983075012077,10.187172621642334,9.417252430314809,9.343164904355858,1
5,Antioquia,1981,71255.96245371795,274149.392142274,104998.18780604556,14.303065661693488,3.847851117926123,-3.570224195662835,2.42997507611633,2.507835812316967,1.574731891100163,2.4757627249634138,2.4471998469872775,1.668216708252663,2.3519548568426023,2.4555458354921473,1.3949228608813709,2.6334671164199173,2.3945084999042234,1.7199637514528414,2.4197945714923663,2.402765093900814,14.82588515589024,57.788310537995294,55.04638601352959,4.655419290482537,8.847134686632593,11.119349163043962,9.262869884720082,8.880475106535014,8.57789642331829,1
5,Antioquia,1982,86196.38735500493,301739.5314396714,156884.9366025464,46.080414313365424,3.4983528123426386,10.32608346491082,3.071137766229405,3.128749863108681,1.9758946703579918,3.055035461135437,3.292562246231837,1.9798589067984038,3.07973199952548,2.907166390921269,1.8031117015686675,3.22737607607106,3.2626956291036717,2.1265108917331097,3.0596977850632547,3.0350982939081343,13.317222930341364,55.78409309271527,54.03204260602414,6.316008982887046,12.145309445930714,15.867436943124872,14.58312682937238,12.825475685100626,12.71080076479162,1
5,Antioquia,1983,75642.40910697276,310938.21774887433,135715.0352141525,-12.3447038653726,4.1144330811993886,3.1613039583740137,3.5183578390520966,3.6183408320254924,2.3683299686006314,3.4527258286316957,3.632290691041804,2.124001485120005,3.7664883257252963,3.780070977949959,2.4148212969267875,3.4821985276560152,3.528645413171185,2.6023177100099124,3.5350784466892193,3.512013040417434,14.814212019005629,55.7036346961517,54.260693572357745,5.296466910193868,10.734749480025267,13.061192422039502,12.340395630586778,11.569327924128586,11.190067406230845,1
5,Antioquia,1984,76352.92228638854,329673.19523024623,128102.366629285,-5.674711841809135,4.314613040636486,5.193913454178204,2.32273455675397,2.382122771922854,1.5635690176047543,2.3224048247946367,2.4053778441828984,1.5131023267028307,2.2828297104400064,2.3552461815885697,1.4821895282153,2.2571175523928946,2.5806446951496214,1.6976806907003745,2.3333731230410106,2.3574928988068433,12.556071407207037,58.22578077533123,54.84112292104509,4.725674028894006,9.519906818877688,12.483965868344683,10.392478438886046,9.86450309134259,9.538095709894288,1
5,Antioquia,1985,79820.25175115182,321403.62242124084,83781.63400570475,-34.67907196067527,4.028535088431808,-1.586172345558787,2.3469021008598685,2.2149166114845857,1.4597448348521993,2.3028763683952422,2.289842181472067,1.4084143560965903,2.3396649053248875,2.1496412629959383,1.557776060040487,2.3580954476107983,2.243010196035782,1.1920239642697432,2.3749077065496125,2.3124533114595556,10.934388834971182,59.432464313513215,55.43834876785448,3.174210146036529,12.741012007927546,16.691511228399595,14.535583580925532,14.112719546246497,12.805745915967904,1
5,Antioquia,1986,81927.85838188708,354013.82207795366,84027.50125828116,0.2344526633507846,4.324392659936272,9.958177786379805,3.550283073163427,3.4471994337914276,2.263504359552064,3.4979343138765944,3.4128604415576214,2.075713333637619,3.7266709521240102,3.5237775277039547,2.3647388651853047,3.5182961082390753,2.9912682219226334,2.3180756764708437,3.563936303050617,3.5750499150604256,11.619368298893624,61.615217305246716,54.322294029699925,2.884428490196408,10.726530690643287,14.103454245140222,11.78107273276194,10.656963406743836,10.635341232023846,1
5,Antioquia,1987,103252.46802110992,376204.5673264032,115448.38417334571,36.83786646646495,3.645352587535531,7.012521341657123,3.1747651677849085,3.1657248207050763,1.9989805169154833,3.1945047659696293,3.1479093701611354,1.8847752135311902,3.409458154890984,3.173946548104246,1.9066686474106316,3.2721274583179216,3.193604947143743,2.105972762677793,3.155854536630016,3.184687833097165,12.535416921775836,59.042975983235664,54.695316694701,3.7315624249394226,12.863754395975953,15.522029433202924,12.619626042172357,12.64000340229758,12.169042027390338,1
5,Antioquia,1988,107751.29160613427,415426.89477385825,170987.55720974584,47.108893998929055,3.856125554098263,9.380144795895976,2.15014923489893,1.9760608518555822,1.4313511639764975,2.165126639469213,2.062074447263583,1.5784988518677514,2.1778131899148376,1.875512003654811,1.361946333199998,2.0423164434513335,2.0191237218424676,1.0476167783936188,2.136101553098621,2.1265179548030124,14.014586667619517,58.775064158074365,54.85376796713478,4.994527637188267,10.982387721057293,13.02811365450409,11.532219569659548,10.597086947840552,10.397422401326885,1
5,Antioquia,1989,97464.79475576464,417939.3513961038,179056.61238325827,5.690742747156847,4.293726902990306,0.7890334412182242,2.9715026433357656,2.7997396764111464,1.8964592901013304,3.020204096068467,2.8490401719587393,1.830393632414335,3.059876325445634,2.821266285075515,1.799653235690356,2.9779546100596987,2.4448220836982055,1.729675966769494,2.9853049953401225,2.931754565589418,13.538323262353211,58.424054989554804,55.958975228337955,5.210011845311595,13.789517698612826,16.537944486099757,14.105356384420027,14.229249268693474,13.255799158767365,1
5,Antioquia,1990,112366.08540091796,462282.34497715766,220398.83278400547,23.26117961329011,4.116307193509722,9.795841731163254,2.1505750129176597,2.0652235897592814,1.3724565331072223,2.1716688162876987,2.146139167162406,1.3523572180791639,2.1010704656510644,2.0150962106250883,1.4255114443175227,2.192898111230464,2.280286947969277,1.2217790605685452,2.138308402284955,2.075905327166088,14.577928279412951,56.465393573250765,55.471383807952634,5.791278983862384,12.808686447688268,15.536591118062915,13.697228913939057,13.451261388893613,12.72191123013188,1
